Task ID,Task,ONET code,Unique Code,RAI_Type,RAI_Code,Application_Grouping,Application_Grouping_Code,Hydropower_Application_Code,Hydropower Application,RAI Technology Detail,Primary Performer,Performer capability,PR,Supporter,Supporter role,SR,Automation,Requirement,Performance,Limitations,Citation,Publication Year,Input Job Title,ONET Title,Additional Occupation Titles
1530,Monitor effects of pollution or land degradation and recommend means of prevention or control.,19-2041.00,420.3.172,ROV,420,Hydrological Forecasting and Water-Resource Scheduling,3,172,Aquaculture and environmental monitoring,NA,RAI,O,O,Human,G,G,4,NA,NA,NA,NA,NA,Environmental Scientist,Environmental Scientists and Specialists,Environmental Scientist
1526,"Monitor environmental impacts of development activities on fish, wildlife, and ecosystems.",19-2041.00,420.3.172,ROV,420,Hydrological Forecasting and Water-Resource Scheduling,3,172,Aquaculture and environmental monitoring,NA,RAI,O,O,Human,G,G,4,NA,NA,NA,NA,NA,Environmental Scientist,Environmental Scientists and Specialists,Environmental Scientist
1526,"Monitor environmental impacts of development activities on fish, wildlife, and ecosystems.",19-2041.00,100.4.064,Artificial Intelligence (AI),100,Intelligent Security and Condition Monitoring,4,064,Monitor environmental conditions in hydropower facilities using biological indicators.,Environmental DNA (eDNA)–based monitoring integrated with digital data analysis,Human,G,G,RAI,G (efficiency in data processing and interpretation),G,1,Water sampling systems; molecular analysis (eDNA); data-processing and interpretation tools,Enables detection of species presence without visual observation (qualitative evidence),Requires laboratory processing; not real-time; interpretation depends on sampling design,"Vagnoni, E.; Gezer, D.; Anagnostopoulos, I.; Cavazzini, G.; Doujak, E.; Hočevar, M.; Rudolf, P.",2024,Environmental Scientist,Environmental Scientists and Specialists,Environmental Scientist
1520,"Analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",19-2041.00,120.1.030,Machine Learning (ML),120,Energy Management and Market-Oriented Optimization,1,030,"Establishing correlations between production, discharge, efficiency, and losses","Proposed use of expanding plant measurement data to learn/validate relationships between production, discharge, head/losses, and efficiency for better model inputs.",RAI,O,O,Human,O (domain knowledge required for validation and use),O,3,"High-resolution operational data (discharge, head, production, efficiency); sensor networks; SCADA systems; ML models (ANN, regression) integrated with cyber-physical systems","Literature reviewed shows ML can significantly reduce parameter mismatch between modeled and actual performance, improving realism of scheduling inputs",Largely proposed as a research direction; limited field validation reported; parameter drift over time requires continual retraining,"Bordin, C.; Skjelbred, H.I.; Kong, J.; Yang, Z.",2020,Environmental Scientist,Environmental Scientists and Specialists,Environmental Scientist
1520,"Analyze data to determine validity, quality, and scientific significance and to interpret correlations between human activities and environmental effects.",19-2041.00,200.2.117,Digital Twins,200,Equipment Fault Diagnosis and Predictive Maintenance,2,117,Validate computational hydropower models by comparing simulated performance against operational field data.,Model validation and statistical error analysis,Human,G,G,RAI,G (statistical tools improve efficiency of validation),G,1,"Site operating data; statistical error metrics (RMSE, MAE, MPE)",Errors within acceptable ranges reported for turbine validation,Validation limited by availability and resolution of field measurements,"Ohiemi, I.E.; McNabola, A.",2026,Environmental Scientist,Environmental Scientists and Specialists,Environmental Scientist
1517,"Review and implement environmental technical standards, guidelines, policies, and formal regulations that meet all appropriate requirements.",19-2041.00,430.4.153,Crawler,430,Intelligent Security and Condition Monitoring,4,153,"Environmental constraints compliance (IP54, temperature, lighting)",NA,RAI,O,O,Human,O,O,3,NA,NA,NA,NA,NA,Environmental Scientist,Environmental Scientists and Specialists,Environmental Scientist
1515,Evaluate violations or problems discovered during inspections to determine appropriate regulatory actions or to provide advice on the development and prosecution of regulatory cases.,19-2041.00,120.4.051,Machine Learning (ML),120,Intelligent Security and Condition Monitoring,4,051,Inspect hydroelectric plant and dam structures to identify surface cracks and visible structural defects.,Automated computer-vision-based structural inspection using image-processing techniques,RAI,G,G,Human,Y (validation improves reliability),Y,8,"High-resolution cameras capturing dam and plant surfaces; image-processing pipeline (grayscale conversion, edge detection, morphological operations) implemented in Python/OpenCV or MATLAB","Crack detection precision 92%, recall 85%, F1-score 88%; average processing time ~2.5 s/image","Performance sensitive to lighting, surface texture, and noise; fine or obscured cracks may be missed","Sheela, A.; Navneeth, S.; Yokeshwaran, M.; Sanjeevei, A.",2025,Environmental Scientist,Environmental Scientists and Specialists,Environmental Scientist
1514,Conduct environmental audits or inspections or investigations of violations.,19-2041.00,430.4.132,Crawler,430,Intelligent Security and Condition Monitoring,4,132,Inspect inside pipes/ducts (visual),NA,RAI,Y,Y,Human,G,G,6,NA,NA,NA,NA,NA,Environmental Scientist,Environmental Scientists and Specialists,Environmental Scientist
1514,Conduct environmental audits or inspections or investigations of violations.,19-2041.00,420.4.167,ROV,420,Intelligent Security and Condition Monitoring,4,167,"Deploy and use measurement/survey sensors (environmental, survey)",NA,RAI,O,O,Human,G,G,4,NA,NA,NA,NA,NA,Environmental Scientist,Environmental Scientists and Specialists,Environmental Scientist
1514,Conduct environmental audits or inspections or investigations of violations.,19-2041.00,410.4.052,Robotics (Six-rotor UAV),410,Intelligent Security and Condition Monitoring,4,052,Inspect hydropower diversion pipelines to assess geometric integrity and support detection of structural defects.,Autonomous UAV-based inspection using 3D lidar point-cloud modeling and geometric fitting,RAI,G,G,Human,Y (validation and interpretation improve reliability),Y,8,Six-rotor UAV platform; 3D lidar; IMU; barometer; onboard computing; point-cloud processing pipeline implementing robust cylinder-like fitting (RCFIC),"Field tests showed >90% interior-point fitting accuracy across horizontal, oblique, and curved pipeline segments; fitted radii closely matched true pipe radius (~6.2 m)",Does not directly identify corrosion or cracks; inspection quality depends on point-cloud completeness and sensor noise,"Zhan, Q.; Zhang, J.; Sun, C.; Guo, F.; Zhao, X.; Gao, C.; Yang, L.; Shen, R.; He, B.",2024,Environmental Scientist,Environmental Scientists and Specialists,Environmental Scientist
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,120.2.022,Machine Learning (ML),120,Equipment Fault Diagnosis and Predictive Maintenance,2,022,"Detects component failures or deterioration, uses prognosis for predictive maintenance scheduling.","ML-based condition monitoring, fault diagnosis, and prognostics/predictive maintenance",RAI,G,G,Human,O/Y,O,8.5,NA,NA,NA,"[55] L. Selak, P. Butala, and A. Sluga, “Condition monitoring and fault diagnostics for hydropower plants,” Comput. Ind., vol. 65, no. 6, pp. 924–936, 2014.
[50] T. M. Welte, J. Foros, M. H. Nielsen, and M. Adsten, “MonitorX - Experience from a Norwegian-Swedish research project on industry 4.0 and digitalization applied to fault detection and maintenance of hydropower plants,” 2018.
[56] T. M. Welte, J. Foros, M. H. Nielsen, and M. Adsten, “MonitorX--Experience from a Norwegian-Swedish research project on industry 4.0 and digitalization applied to fault detection and maintenance of hydropower plants,” Hydro 2018-Progress through partnership, Gdansk, Poland, 15-17 Oct. 2018, 2018.
[57] A. Åsnes, A. Willersrud, F. Kretz, and L. Imsland, “Predictive maintenance and life cycle estimation for hydro power plants with real-time analytics,” Predict. Maint. life cycle Estim. hydro power plants with real-time Anal., 2018.
[58] N. Khan, L. Hasan, Y. Afridi, and A. Rashid, “Comparison of Machine Learning Techniques in Prognostic Maintenance of Hydro Power Plant Subsystem,” vol. 17, no. 2, pp. 31–37, 2019.
[51] X. Zheng, Z. Gui, and Y. Wang, “Support vector machine model based on glowworm swarm optimization in application of vibrant fault diagnosis for hydro-turbine generating unit,” Proc. 2017 IEEE 3rd Inf. Technol. Mechatronics Eng. Conf. ITOEC 2017, vol. 2017-Janua, pp. 238–241, 2017.",9,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,124.2.027,Deep Learning,124,Equipment Fault Diagnosis and Predictive Maintenance,2,027,"Diagnose equipment fault types, severity, and affected components based on detected operational anomalies.",Latent-space clustering and reconstruction-error analysis for fault severity assessment,Human,G,G,RAI,G (efficiency and sensitivity improvement),G,1,Same sensing infrastructure; trained VAE models; visualization of 2D latent space,Clear clustering of healthy vs. faulty states; monotonic trend in latent-space barycenters with increasing fault severity,Diagnosis demonstrated for specific fault types (ITSC); generalization to other faults requires retraining and validation,"Bechara, Helene; Ibrahim, Rony; Tahan, Antoine; Zemouri, Ryad; Merkhouf, Arezki; Kedjar, Bachir; Al-Haddad, Kamal",2024,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,120.2.003,Machine Learning (ML),120,Equipment Fault Diagnosis and Predictive Maintenance,2,003,Analyze abnormal operating events in hydropower machinery to identify operational variables and equipment components most likely contributing to observed anomalies,Explainable machine-learning–based root cause analysis (feature attribution),Human,G,G,RAI,G (feature attribution narrows investigation),G,1,SHAP explainability library; feature-level vibration and spectral indicators; visualization tools,"SHAP successfully highlighted features linked to misalignment, bearing issues, sensor disconnection, and structural vibration anomalies",SHAP execution is slow on streaming data; performance degrades when anomalies involve many correlated features; still requires expert interpretation,"Fanan, M.; Baron, C.; Carli, R.; Divernois, M.-A.; Marongiu, J.-C.; Susto, G.A.",2023,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,124.4.071,Artificial Neural Network (ANN),124,Intelligent Security and Condition Monitoring,4,071,Monitor hydropower plant operating conditions to detect abnormal operating behavior or performance deterioration.,"AI-based monitoring and control support (ANN, fuzzy logic controllers, SOM)",Human,G,G,RAI,G,G,1,"Sensors, SCADA systems, ANN/FLC controllers, monitoring dashboards","Reviewed applications indicate improved stability, early abnormality recognition, and better part-load operation",Monitoring often requires expert interpretation; limited autonomous fault handling,"Kumar, K.; Saini, R.P.",2021,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,120.2.026,Machine Learning (ML),120,Equipment Fault Diagnosis and Predictive Maintenance,2,026,"Diagnose deviations and support maintenance scheduling through health indicators, post-mortem analysis, and trend monitoring","Unsupervised Learning (anomaly detection), with periodic supervised updates to known-state models.",Human,G,G,RAI,G (analytical depth and trend extraction),G,1,Historical data retention and analytics interface for trend review; periodic offline retraining pipeline and model management; integration with maintenance planning workflows,"Qualitative: improved operator understanding of context (seasonality, solicitation) and support for proactive maintenance scheduling; no RUL or quantified maintenance KPI impacts reported",No RUL/prognostic model implemented (diagnostic focus); trend indicators may be confounded by operational changes and seasonality; continued expert review needed to translate indicators into actions; benefits to maintenance outcomes not quantified; effectiveness depends on data completeness and quality,"Jad, S.; Desforges, X.; Medjaher, K.; Villard, P.-Y.; Caussidéry, C.",2025,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,200.2.077,Digital Twins,200,Equipment Fault Diagnosis and Predictive Maintenance,2,077,Monitor the operating condition of giant hydropower units to detect anomalies and identify equipment faults.,Digital-twin-enabled condition monitoring with deep-learning-based anomaly detection and fault diagnosis,RAI,G,G,Human,Y (validation and response improve reliability),Y,8,"Multi-source sensors on turbine, generator, bearings, and auxiliary systems; DT platform; CNN–LSTM models; data preprocessing and visualization modules","Fault detection accuracy increased from ~74–80% (traditional) to ~90–96%; higher recall, F1, stability, and faster processing time than DAE-AT baseline",Requires large volumes of high-quality labeled data; performance may degrade with noisy or sparse data; real-time capability needs further optimization,"Wang, Wei; Feng, Lihang; Xi, Qiang; Liu, Feng",2025,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,124.2.072,Artificial Neural Network (ANN),124,Equipment Fault Diagnosis and Predictive Maintenance,2,072,Monitor hydropower plant operating conditions to detect and classify abnormal equipment behavior for predictive maintenance.,Machine-learning-based anomaly detection and multi-class fault classification using supervised and recurrent models,RAI,G,G,Human,"Y (configuration, interpretation, and validation improve reliability)",Y,8,"SCADA time-series data; sensors on turbine, generator, and hydraulic power unit (18 variables incl. pressures, temperatures, voltages, currents, power); Python (Pandas, NumPy, TensorFlow); DNN and LSTM models",Feed-forward NN achieved ~70% accuracy overall; LSTM achieved >90% training accuracy and ~88% validation accuracy; near-perfect detection (~99%) for generator axial bearing temperature failures,Performance varies across fault types; class imbalance required oversampling; evaluated on a single plant and historical data,"Velasquez, V.; Flores Castro, W.",NA,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,100.4.071,Artificial Intelligence (AI),100,Intelligent Security and Condition Monitoring,4,071,Monitor hydropower plant operating conditions to detect abnormal operating behavior or performance deterioration.,"Data-driven condition monitoring using ANN, SOM, and fuzzy logic",RAI,G,G,Human,O/Y,O,8.5,"Plant-mounted sensors, SCADA or equivalent monitoring systems, historical operational data",Reviewed studies report improved identification of abnormal operating regimes and early degradation indicators compared with manual monitoring,Mostly indirect validation; limited availability of labeled fault data; thresholds often expert-defined,Jain et al. 2018; Selak et al. 2014; Betti et al. 2021; Li et al. 2018,2021,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,120.2.067,Machine Learning (ML),120,Equipment Fault Diagnosis and Predictive Maintenance,2,067,Monitor hydropower generation equipment operating data to identify abnormal behavior and gradual degradation that may indicate emerging mechanical faults.,Unsupervised machine-learning–based anomaly and degradation detection,RAI,G,G,Human,O (expert validation required),O,7,"High-frequency vibration and operational sensor data; auto-encoder, isolation forest, KitNet, RSHash, DeepSVDD; Python-based ML stack; offline training after major maintenance",Auto-encoder detected all recorded anomalies and proposed additional anomalies later confirmed by experts; inference time <5 s for 5-month dataset,Requires representative training data; sensitive to seasonal operating regimes; anomaly scores do not directly indicate fault type,"Fanan, M.; Baron, C.; Carli, R.; Divernois, M.-A.; Marongiu, J.-C.; Susto, G.A.",2023,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,122.2.076,Unsupervised ML,122,Equipment Fault Diagnosis and Predictive Maintenance,2,076,Monitor operating conditions of hydropower plant equipment to detect deviations from nominal behavior.,Unsupervised machine-learning-based condition monitoring using a self-organizing map (SOM)–derived key performance indicator (KPI),RAI,G,G,Human,Y(validation and response improve reliability),Y,8,Large-scale sensor networks (≈600 analog signals); SCADA data; SOM neural network; KPI computation and thresholding; online monitoring infrastructure,"Detected >20 anomalous situations over ~16 months; identified anomalies earlier than Hotelling T² charts, in one case by ~20 days",Requires extensive data preprocessing; KPI thresholds require operator feedback; not fully unsupervised,"Betti, A.; Crisostomi, E.; Paolinelli, G.; Piazzi, A.; Ruffini, F.; Tucci, M.",2021,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,300.4.068,Internet of Things (IoT),300,Intelligent Security and Condition Monitoring,4,068,Monitor hydropower generator and transformer operating conditions remotely to identify abnormal trends affecting reliability.,Remote condition monitoring via connected sensing and control systems,Human,G,G,RAI,G,G,1,"Integrated sensor networks, PLC–SCADA systems, centralized monitoring platforms",Supported early recognition of abnormal operating behavior and informed maintenance decisions; reduced risk of forced outages,Trend interpretation remains expert-driven; no automated anomaly detection,"Leguizamon-Perilla, A.; Rodriguez-Bernal, J.S.; Moralez-Cruz, L.; Farfán-Martinez, N.I.; Nieto-Londoño, C.; Vásquez, R.E.; Escudero-Atehortua, A.",2023,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,124.4.070,Artificial Neural Network (ANN),124,Intelligent Security and Condition Monitoring,4,070,Monitor hydropower plant assets to identify abnormal operating conditions and deviations from expected performance.,"Condition-Based Monitoring (CBM) using statistical, AI, and hybrid analytics",RAI,O,O,Human,O,O,3,"Vibration, temperature, pressure, electrical sensors; DAQ systems; SCADA integration",Many studies report anomaly detection accuracy >90% for specific components,"Effectiveness depends on sensor coverage, data quality, and operating regime",Lei et al. (2018); Jardine et al. (2006); Tidriri et al. (2016),2018,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,120.2.075,Machine Learning (ML),120,Equipment Fault Diagnosis and Predictive Maintenance,2,075,Monitor operating conditions of hydropower generator units to detect abnormal behavior and support predictive maintenance decisions.,E-maintenance platform combining sensor-based condition monitoring with machine-learning-based anomaly detection,RAI,O,O,Human,O (expert validation required),O,3,"Sensors for turbine bearing metal and oil temperature, active power; PLCs; SCADA; on-premises data centers; cloud-based analytics; ML models producing a Key Diagnostic Index (KDI)","Successfully detected abnormal bearing-oil temperature behavior; KDI ≈ 2.5 indicated abnormal operation before failure, enabling timely intervention",Requires extensive historical data for training; anomaly thresholds require expert tuning; does not automatically execute maintenance actions,"Cortés Sanchéz, G.; Rodríguez Gómez, G.; Guevara Pabon, E.; Fontani, T.; Duran-Tovar, I.; Benavides-Navarro, L.; Marulanda-Guerra, A.",2024,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,300.2.078,Internet of Things (IoT),300,Equipment Fault Diagnosis and Predictive Maintenance,2,078,Monitor the operating condition of rotating machinery to identify early signs of wear or failure.,Condition monitoring using sensor-based data and analytics,RAI,O,O,Human,O (interpretation and decisions required),O,3,"Sensors (vibration, temperature, pressure); SCADA systems; data acquisition and analytics platforms",Supports early fault detection and condition awareness (qualitative evidence across cases),Data quality and sensor placement strongly affect reliability; false positives possible,"Vagnoni, E.; Gezer, D.; Anagnostopoulos, I.; Cavazzini, G.; Doujak, E.; Hočevar, M.; Rudolf, P.",2024,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,124.4.074,Artificial Neural Network (ANN),124,Intelligent Security and Condition Monitoring,4,074,Monitor operating condition of large hydrogenerators by detecting abnormal patterns in electrical and mechanical signals.,AI-based anomaly detection using unsupervised deep learning (variational autoencoder),RAI,G,G,Human,Y(interpretation improves reliability),Y,8,"Non-invasive sensors (stray flux, vibration); signal preprocessing; VAE implemented in Python; high-performance workstation (multi-core CPU, large RAM)","VAE detected 100% of ITSC fault cases in case studies and showed higher sensitivity than RMS-based monitoring, identifying faults at earlier stages",Requires high-quality sensor data; thresholds for reconstruction error still require expert calibration,"Bechara, Helene; Ibrahim, Rony; Tahan, Antoine; Zemouri, Ryad; Merkhouf, Arezki; Kedjar, Bachir; Al-Haddad, Kamal",2024,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,100.2.073,Artificial Intelligence (AI),100,Equipment Fault Diagnosis and Predictive Maintenance,2,073,"Monitor hydropower turbine operating conditions to estimate and track machine efficiency under varying load, discharge, and environmental conditions.",Supervised machine-learning–based performance estimation and efficiency modeling,RAI,G,G,Human,Y (interpretation and maintenance judgment improve reliability),Y,8,"• Plant sensors measuring load, discharge, head, current, and bearing oil/metal temperatures
• Plant data acquisition and monitoring system (historical operational data)
• Computing environment for statistical modeling and periodic model inference","• ANN model achieved R² = 0.99966, MAPE = 0.0239%, and RMSPE = 0.1785%, outperforming curve fitting and multilinear regression
• High agreement between predicted and calculated efficiency across training, validation, and testing datasets
• Results indicate suitability for real-time or near-real-time efficiency monitoring","• Model validated on one Kaplan-turbine hydropower plant only
• Requires high-quality historical plant data for training
• Transferability to other turbine types or sites not demonstrated",(Kumar et al. 2024),2024,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,120.1.019,Machine Learning (ML),120,Energy Management and Market-Oriented Optimization,1,019,Detect deviations from expected plant efficiency and identify inefficient operating conditions.,Data-driven efficiency analysis software (HydEA),RAI,G,G,Human,Y,Y,8,Plant operating data; analytics platform; performance reference models,Annual production increase of ~1.2% without new infrastructure,Relies on availability of high-quality historical and real-time data,"Quaranta, E.et al.",2020,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,121.2.004,Supervised Learning,121,Equipment Fault Diagnosis and Predictive Maintenance,2,004,Analyze relationships between operational variables to identify degradation patterns in hydropower generator components.,Data-driven correlation and trend analysis integrated into e-maintenance workflows,Human,G,G,RAI,G(computational efficiency and visualization),G,1,Historical and real-time SCADA data; correlation analysis tools; visualization dashboards,"Correlation analysis revealed deterioration of oil cooling capacity at high load, supporting diagnosis of bearing degradation",Analysis remains interpretive; fault confirmation still requires physical inspection,"Cortés Sanchéz, G.; Rodríguez Gómez, G.; Guevara Pabon, E.; Fontani, T.; Duran-Tovar, I.; Benavides-Navarro, L.; Marulanda-Guerra, A.",2024,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1487,"Read dials and meters to determine amperage, voltage, electrical output and input at specific operating temperature to analyze parts performance.",17-3027.00,120.4.071,Machine Learning (ML),120,Intelligent Security and Condition Monitoring,4,071,Monitor hydropower plant operating conditions to detect abnormal operating behavior or performance deterioration.,Anomaly detection using statistical and AI-based monitoring techniques,RAI,O,O,Human,O (validation and response required),O,3,Time-series data; anomaly detection algorithms; monitoring dashboards,Enables identification of deviations from normal operating patterns (qualitative evidence),Requires baseline definition; limited generalization across plants,"Vagnoni, E.; Gezer, D.; Anagnostopoulos, I.; Cavazzini, G.; Doujak, E.; Hočevar, M.; Rudolf, P.",2024,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1485,Calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval.,17-3027.00,200.2.099,Digital Twins,200,Equipment Fault Diagnosis and Predictive Maintenance,2,099,"Simulate and evaluate turbine hydraulic performance, efficiency, and loss mechanisms under varying operating conditions to support performance assessment and maintenance planning.",Three-dimensional CFD simulation and loss analysis,Human,G,G,RAI,O (numerical solvers required to execute simulations),O,2,CFD software (ANSYS CFX); structured/unstructured meshes; turbulence models (SST k-ω); post-processing tools,"Produced detailed estimates of head, power, efficiency, pressure, velocity; enabled identification of dominant loss regions relevant to maintenance planning",CFD idealisations may overestimate performance; does not directly detect faults from sensor data,"Ohiemi, I.E.; McNabola, A.",2026,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1485,Calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval.,17-3027.00,120.1.093,Machine Learning (ML),120,Energy Management and Market-Oriented Optimization,1,093,Predict hydropower production capacity to support energy optimization and efficiency improvement.,Machine-learning-based production prediction using data-driven regression with virtual sample expansion,RAI,O,O,Human,O(interpretation and action required),O,3,"Historical hydropower operational data (reservoir storage, inflow, reservoir level, water consumption); Monte Carlo sampling for data expansion; Extreme Learning Machine model; MATLAB implementation","MC-ELM achieved substantially lower error than standard ELM: mean relative error reduced to ~0.024, RMSE reduced to ~395, outperforming ELM by 14–40% depending on configuration (Table 1, Figs. 4–7)",Requires reliable historical data; limited interpretability of learned relationships; validated on a single plant; focuses on monthly resolution rather than real-time control,"Wang, Y.; Liu, J.; Han, Y.",2020,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1485,Calculate required capacities for equipment of proposed system to obtain specified performance and submit data to engineering personnel for approval.,17-3027.00,200.2.025,Digital Twins,200,Equipment Fault Diagnosis and Predictive Maintenance,2,025,Develop digital representations of legacy hydropower plant hydraulic components when original design data are incomplete or unavailable.,Inverse design coupled with CFD-based digital modelling,Human,G,G,RAI,O (CFD solvers and inverse design tools are required),O,2,"Operational performance data (flow rate, head, power); inverse design tools (TURBOdesign); CFD solvers (ANSYS CFX); computing infrastructure",Enabled creation of CFD-ready digital models without plant shutdown or physical access to components,Model accuracy depends on quality and completeness of operational data,"Ohiemi, I.E.; McNabola, A.",2026,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1482,"Analyze test results in relation to design or rated specifications and test objectives, and modify or adjust equipment to meet specifications.",17-3027.00,124.1.088,Artificial Neural Network (ANN),124,Energy Management and Market-Oriented Optimization,1,088,Optimize turbine or plant operating parameters to improve efficiency and power output.,Fuzzy logic control and neuro-fuzzy decision systems (ANFIS),Human,O/Y,O,RAI,O/Y,O,2,"Real-time operational data, turbine control systems, computational support for rule-based inference","Studies show improved efficiency, faster response, and better stability relative to conventional controllers",Often evaluated in simulations or limited field cases; real-world scalability not always demonstrated,Nayak et al. 2012; Kothari and Dhiman 2016; Padhy et al. 2019,2019,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1482,"Analyze test results in relation to design or rated specifications and test objectives, and modify or adjust equipment to meet specifications.",17-3027.00,200.2.063,Digital Twin,200,Equipment Fault Diagnosis and Predictive Maintenance,2,063,Model equipment condition states from new to worn-out conditions to identify degradation patterns and malfunctions.,Degradation and state modeling using data-driven and hybrid approaches,Human,G,G,RAI,G (computational modeling support),G,1,Historical condition data; degradation models; analytics and visualization tools,Supports understanding of lifecycle behavior and degradation trends,Long data histories required; model uncertainty under changing operating regimes,"Vagnoni, E.; Gezer, D.; Anagnostopoulos, I.; Cavazzini, G.; Doujak, E.; Hočevar, M.; Rudolf, P.",2024,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1482,"Analyze test results in relation to design or rated specifications and test objectives, and modify or adjust equipment to meet specifications.",17-3027.00,120.1.019,Machine Learning (ML),120,Energy Management and Market-Oriented Optimization,1,019,Detect deviations from expected plant efficiency and identify inefficient operating conditions.,Data-driven efficiency analysis software (HydEA),RAI,G,G,Human,Y,Y,8,Plant operating data; analytics platform; performance reference models,Annual production increase of ~1.2% without new infrastructure,Relies on availability of high-quality historical and real-time data,"Quaranta, E.et al.",2020,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
1480,Set up and conduct tests of complete units and components under operational conditions to investigate proposals for improving equipment performance.,17-3027.00,122.2.076,Unsupervised ML,122,Equipment Fault Diagnosis and Predictive Maintenance,2,076,Monitor operating conditions of hydropower plant equipment to detect deviations from nominal behavior.,Unsupervised machine-learning-based condition monitoring using a self-organizing map (SOM)–derived key performance indicator (KPI),RAI,G,G,Human,Y(validation and response improve reliability),Y,8,Large-scale sensor networks (≈600 analog signals); SCADA data; SOM neural network; KPI computation and thresholding; online monitoring infrastructure,"Detected >20 anomalous situations over ~16 months; identified anomalies earlier than Hotelling T² charts, in one case by ~20 days",Requires extensive data preprocessing; KPI thresholds require operator feedback; not fully unsupervised,"Betti, A.; Crisostomi, E.; Paolinelli, G.; Piazzi, A.; Ruffini, F.; Tucci, M.",2021,Engineering Technician,Mechanical Engineering Technologists and Technicians,Engineering Technician
